event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC 306: Riyadh Season Noche UFC,Alexa Grasso,Valentina Shevchenko,F,Women's Flyweight,Title Fight,Valentina Shevchenko,Decision,5,5,5:00,http://ufcstats.com/fight-details/6f83cfae0c800ef8
UFC 306: Riyadh Season Noche UFC,Brian Ortega,Diego Lopes,M,Featherweight,NULL,Diego Lopes,Decision,3,3,5:00,http://ufcstats.com/fight-details/2335e75ce63805b6
UFC 306: Riyadh Season Noche UFC,Daniel Zellhuber,Esteban Ribovics,M,Lightweight,NULL,Esteban Ribovics,Decision,3,3,5:00,http://ufcstats.com/fight-details/27d98a8ee6608e27
UFC 306: Riyadh Season Noche UFC,Ronaldo Rodriguez,Ode Osbourne,M,Flyweight,NULL,Ronaldo Rodriguez,Decision,3,3,5:00,http://ufcstats.com/fight-details/78b506e5092a27fd
UFC 306: Riyadh Season Noche UFC,Irene Aldana,Norma Dumont,F,Women's Bantamweight,NULL,Norma Dumont,Decision,3,3,5:00,http://ufcstats.com/fight-details/2397e2a92710705a
UFC 306: Riyadh Season Noche UFC,Manuel Torres,Ignacio Bahamondes,M,Lightweight,NULL,Ignacio Bahamondes,KO/TKO,3,1,4:02,http://ufcstats.com/fight-details/3733d100f7bd5590
UFC 306: Riyadh Season Noche UFC,Yazmin Jauregui,Ketlen Souza,F,Women's Strawweight,NULL,Ketlen Souza,Submission,3,1,3:02,http://ufcstats.com/fight-details/c60a317c7767abb7
UFC 306: Riyadh Season Noche UFC,Edgar Chairez,Joshua Van,M,Flyweight,NULL,Joshua Van,Decision,3,3,5:00,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a
UFC 306: Riyadh Season Noche UFC,Raul Rosas Jr.,Aoriqileng,M,Bantamweight,NULL,Raul Rosas Jr.,Decision,3,3,5:00,http://ufcstats.com/fight-details/3cdc6fea724be133
UFC Fight Night: Burns vs. Brady,Gilbert Burns,Sean Brady,M,Welterweight,NULL,Sean Brady,Decision,5,5,5:00,http://ufcstats.com/fight-details/ee9ade72b44dfa06
UFC Fight Night: Burns vs. Brady,Jessica Andrade,Natalia Silva,F,Women's Flyweight,NULL,Natalia Silva,Decision,3,3,5:00,http://ufcstats.com/fight-details/bcfaf1dd78f12f97
UFC Fight Night: Burns vs. Brady,Steve Garcia,Kyle Nelson,M,Featherweight,NULL,Steve Garcia,KO/TKO,3,1,3:59,http://ufcstats.com/fight-details/453e6f2665c85fd7
UFC Fight Night: Burns vs. Brady,Matt Schnell,Cody Durden,M,Bantamweight,NULL,Cody Durden,Submission,3,2,0:29,http://ufcstats.com/fight-details/fe59646ebad8b6e4
UFC Fight Night: Burns vs. Brady,Trevor Peek,Yanal Ashmouz,M,Lightweight,NULL,Yanal Ashmouz,Decision,3,3,5:00,http://ufcstats.com/fight-details/75fa9c0bb31caaa3
UFC Fight Night: Burns vs. Brady,Rongzhu,Chris Padilla,M,Lightweight,NULL,Chris Padilla,TKO - Doctor's Stoppage,3,2,4:14,http://ufcstats.com/fight-details/b80c6eba11c54778
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian,Brendon Marotte,M,Featherweight,NULL,Isaac Dulgarian,Submission,3,2,4:19,http://ufcstats.com/fight-details/abfd5ac6cf186d8a
UFC Fight Night: Burns vs. Brady,Felipe dos Santos,Andre Lima,M,Flyweight,NULL,Andre Lima,Decision,3,3,5:00,http://ufcstats.com/fight-details/69bde5bae0d6ec4f
UFC Fight Night: Burns vs. Brady,Yizha,Gabriel Santos,M,Featherweight,NULL,Gabriel Santos,Decision,3,3,5:00,http://ufcstats.com/fight-details/6e9876d2be2bbd02
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim,Vanessa Demopoulos,F,Women's Strawweight,NULL,Jaqueline Amorim,Submission,3,1,3:28,http://ufcstats.com/fight-details/f1613b372748c8bb
UFC Fight Night: Burns vs. Brady,Andre Petroski,Dylan Budka,M,Middleweight,NULL,Andre Petroski,Decision,3,3,5:00,http://ufcstats.com/fight-details/f734b497add754af
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska,Nathan Fletcher,M,Featherweight,NULL,Nathan Fletcher,Submission,3,2,1:14,http://ufcstats.com/fight-details/0c418b9cdfd525c9
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier,Caio Borralho,M,Middleweight,NULL,Caio Borralho,Decision,5,5,5:00,http://ufcstats.com/fight-details/15805ae1eea3343e
UFC Fight Night: Cannonier vs. Borralho,Angela Hill,Tabatha Ricci,F,Women's Strawweight,NULL,Tabatha Ricci,Decision,3,3,5:00,http://ufcstats.com/fight-details/70afe9e0d2422252
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin,Ryan Loder,M,Middleweight,NULL,Ryan Loder,KO/TKO,3,2,1:49,http://ufcstats.com/fight-details/5c5523a6bf83e44f
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli,Mairon Santos,M,Featherweight,NULL,Mairon Santos,KO/TKO,3,2,1:30,http://ufcstats.com/fight-details/bad06a5380d762b8
UFC Fight Night: Cannonier vs. Borralho,Neil Magny,Michael Morales,M,Welterweight,NULL,Michael Morales,KO/TKO,3,1,4:39,http://ufcstats.com/fight-details/ae50a1a655b1a8f6
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan,Gerald Meerschaert,M,Middleweight,NULL,Gerald Meerschaert,Submission,3,2,4:12,http://ufcstats.com/fight-details/2cbd53e43d3f606b
UFC Fight Night: Cannonier vs. Borralho,Dennis Buzukja,Francis Marshall,M,Lightweight,NULL,Francis Marshall,Decision,3,3,5:00,http://ufcstats.com/fight-details/560f1e26c2a6690a
UFC Fight Night: Cannonier vs. Borralho,Zachary Reese,Jose Daniel Medina,M,Middleweight,NULL,Zachary Reese,Decision,3,3,5:00,http://ufcstats.com/fight-details/d2caa1ddb9de7481
UFC Fight Night: Cannonier vs. Borralho,Viacheslav Borshchev,James Llontop,M,Lightweight,NULL,Viacheslav Borshchev,Decision,3,3,5:00,http://ufcstats.com/fight-details/ba8eda6993922ba0
UFC Fight Night: Cannonier vs. Borralho,Jacqueline Cavalcanti,Josiane Nunes,F,Women's Bantamweight,NULL,Jacqueline Cavalcanti,Decision,3,3,5:00,http://ufcstats.com/fight-details/903d588b30a471e8
UFC Fight Night: Cannonier vs. Borralho,Wang Cong,Victoria Leonardo,F,Women's Flyweight,NULL,Wang Cong,KO/TKO,3,1,1:02,http://ufcstats.com/fight-details/d4127baf74b0e791
UFC 305: Du Plessis vs. Adesanya,Dricus Du Plessis,Israel Adesanya,M,Middleweight,Title Fight,Dricus Du Plessis,Submission,5,4,3:38,http://ufcstats.com/fight-details/6c44af21414e4143
UFC 305: Du Plessis vs. Adesanya,Kai Kara-France,Steve Erceg,M,Flyweight,NULL,Kai Kara-France,KO/TKO,3,1,4:04,http://ufcstats.com/fight-details/bf8c5effd23f69c4
UFC 305: Du Plessis vs. Adesanya,Mateusz Gamrot,Dan Hooker,M,Lightweight,NULL,Dan Hooker,Decision,3,3,5:00,http://ufcstats.com/fight-details/059f5cf0e9e37627
UFC 305: Du Plessis vs. Adesanya,Tai Tuivasa,Jairzinho Rozenstruik,M,Heavyweight,NULL,Jairzinho Rozenstruik,Decision,3,3,5:00,http://ufcstats.com/fight-details/dd3d8f7066c145b7
UFC 305: Du Plessis vs. Adesanya,Li Jingliang,Carlos Prates,M,Welterweight,NULL,Carlos Prates,KO/TKO,3,2,4:02,http://ufcstats.com/fight-details/3c319d4659e6c8fd
UFC 305: Du Plessis vs. Adesanya,Junior Tafa,Valter Walker,M,Heavyweight,NULL,Valter Walker,Submission,3,1,4:56,http://ufcstats.com/fight-details/ea4ff1d77928b029
UFC 305: Du Plessis vs. Adesanya,Josh Culibao,Ricardo Ramos,M,Featherweight,NULL,Ricardo Ramos,Decision,3,3,5:00,http://ufcstats.com/fight-details/43ebfc8914a39061
UFC 305: Du Plessis vs. Adesanya,Casey O'Neill,Luana Santos,F,Women's Flyweight,NULL,Casey O'Neill,Decision,3,3,5:00,http://ufcstats.com/fight-details/b9d5c77ae7a8109b
UFC 305: Du Plessis vs. Adesanya,Jack Jenkins,Herbert Burns,M,Featherweight,NULL,Jack Jenkins,KO/TKO,3,3,0:48,http://ufcstats.com/fight-details/bfff6cf22c1c569c
UFC 305: Du Plessis vs. Adesanya,Tom Nolan,Alex Reyes,M,Lightweight,NULL,Tom Nolan,Decision,3,3,5:00,http://ufcstats.com/fight-details/ce75f5ecbc0d3dfd
UFC 305: Du Plessis vs. Adesanya,Song Kenan,Ricky Glenn,M,Welterweight,NULL,Song Kenan,Decision,3,3,5:00,http://ufcstats.com/fight-details/ea824ac4b8ed8a35
UFC 305: Du Plessis vs. Adesanya,Stewart Nicoll,Jesus Aguilar,M,Flyweight,NULL,Jesus Aguilar,Submission,3,1,2:39,http://ufcstats.com/fight-details/075a102456080ab2
UFC Fight Night: Tybura vs. Spivac 2,Marcin Tybura,Serghei Spivac,M,Heavyweight,NULL,Serghei Spivac,Submission,5,1,1:44,http://ufcstats.com/fight-details/84973bbdffaf0d0e
UFC Fight Night: Tybura vs. Spivac 2,Damon Jackson,Chepe Mariscal,M,Featherweight,NULL,Chepe Mariscal,Decision,3,3,5:00,http://ufcstats.com/fight-details/e72a2130e7387637
UFC Fight Night: Tybura vs. Spivac 2,Danny Barlow,Nikolay Veretennikov,M,Welterweight,NULL,Danny Barlow,Decision,3,3,5:00,http://ufcstats.com/fight-details/7b4284bd3033a319
UFC Fight Night: Tybura vs. Spivac 2,Chris Gutierrez,Quang Le,M,Bantamweight,NULL,Chris Gutierrez,Decision,3,3,5:00,http://ufcstats.com/fight-details/6aa89b7b5350b8e2
UFC Fight Night: Tybura vs. Spivac 2,Yana Santos,Chelsea Chandler,F,Women's Bantamweight,NULL,Yana Santos,Decision,3,3,5:00,http://ufcstats.com/fight-details/e0b14afd93af5638
UFC Fight Night: Tybura vs. Spivac 2,Toshiomi Kazama,Charalampos Grigoriou,M,Bantamweight,NULL,Toshiomi Kazama,Submission,3,2,1:55,http://ufcstats.com/fight-details/1332c1037c955d82
UFC Fight Night: Tybura vs. Spivac 2,Karol Rosa,Pannie Kianzad,F,Women's Bantamweight,NULL,Karol Rosa,Decision,3,3,5:00,http://ufcstats.com/fight-details/a7ac1dfcdc083694
UFC Fight Night: Tybura vs. Spivac 2,Jhonata Diniz,Karl Williams,M,Heavyweight,NULL,Jhonata Diniz,Decision,3,3,5:00,http://ufcstats.com/fight-details/6bcaa0de4003cc41
UFC Fight Night: Tybura vs. Spivac 2,Youssef Zalal,Jarno Errens,M,Featherweight,NULL,Youssef Zalal,Submission,3,1,3:52,http://ufcstats.com/fight-details/cd9851b8eadb53a9
UFC Fight Night: Tybura vs. Spivac 2,Stephanie Luciano,Talita Alencar,F,Women's Strawweight,NULL,Stephanie Luciano,Decision,3,3,5:00,http://ufcstats.com/fight-details/1b5d5af1bc0a34c7
UFC Fight Night: Sandhagen vs. Nurmagomedov,Cory Sandhagen,Umar Nurmagomedov,M,Bantamweight,NULL,Umar Nurmagomedov,Decision,5,5,5:00,http://ufcstats.com/fight-details/33655fd07cfbe034
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shara Magomedov,Michal Oleksiejczuk,M,Middleweight,NULL,Shara Magomedov,Decision,3,3,5:00,http://ufcstats.com/fight-details/b38450d9aa0f52b8
UFC Fight Night: Sandhagen vs. Nurmagomedov,Marlon Vera,Deiveson Figueiredo,M,Bantamweight,NULL,Deiveson Figueiredo,Decision,3,3,5:00,http://ufcstats.com/fight-details/bb85e207eba236bc
UFC Fight Night: Sandhagen vs. Nurmagomedov,Tony Ferguson,Michael Chiesa,M,Welterweight,NULL,Michael Chiesa,Submission,3,1,3:44,http://ufcstats.com/fight-details/2d39c26876246223
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mackenzie Dern,Loopy Godinez,F,Women's Strawweight,NULL,Mackenzie Dern,Decision,3,3,5:00,http://ufcstats.com/fight-details/d0d74672150ddea3
UFC Fight Night: Sandhagen vs. Nurmagomedov,Joel Alvarez,Elves Brener,M,Lightweight,NULL,Joel Alvarez,KO/TKO,3,3,3:36,http://ufcstats.com/fight-details/de767dd5216bcad9
UFC Fight Night: Sandhagen vs. Nurmagomedov,Azamat Murzakanov,Alonzo Menifield,M,Heavyweight,NULL,Azamat Murzakanov,KO/TKO,3,2,3:18,http://ufcstats.com/fight-details/fbbb703581440496
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mohammad Yahya,Kaue Fernandes,M,Lightweight,NULL,Kaue Fernandes,KO/TKO,3,1,4:45,http://ufcstats.com/fight-details/1cd63899011c4bf6
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shamil Gaziev,Don'Tale Mayes,M,Heavyweight,NULL,Shamil Gaziev,Decision,3,3,5:00,http://ufcstats.com/fight-details/637f792270a0c746
UFC Fight Night: Sandhagen vs. Nurmagomedov,Guram Kutateladze,Jordan Vucenic,M,Lightweight,NULL,Guram Kutateladze,Decision,3,3,5:00,http://ufcstats.com/fight-details/77df662671ce11c5
UFC Fight Night: Sandhagen vs. Nurmagomedov,Viktoriia Dudakova,Sam Hughes,F,Women's Strawweight,NULL,Sam Hughes,Decision,3,3,5:00,http://ufcstats.com/fight-details/f80143e1f3c3d319
UFC Fight Night: Sandhagen vs. Nurmagomedov,Jai Herbert,Rolando Bedoya,M,Lightweight,NULL,Jai Herbert,Decision,3,3,5:00,http://ufcstats.com/fight-details/d038ff5ac21094f3
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sedriques Dumas,Denis Tiuliulin,M,Middleweight,NULL,Sedriques Dumas,Decision,3,3,5:00,http://ufcstats.com/fight-details/e6851877e33d343f
UFC 304: Edwards vs. Muhammad 2,Leon Edwards,Belal Muhammad,M,Welterweight,Title Fight,Belal Muhammad,Decision,5,5,5:00,http://ufcstats.com/fight-details/ec5163539a133f17
UFC 304: Edwards vs. Muhammad 2,Tom Aspinall,Curtis Blaydes,M,Heavyweight,Title Fight,Tom Aspinall,KO/TKO,5,1,1:00,http://ufcstats.com/fight-details/ec434314c5438fc7
UFC 304: Edwards vs. Muhammad 2,King Green,Paddy Pimblett,M,Lightweight,NULL,Paddy Pimblett,Submission,3,1,3:22,http://ufcstats.com/fight-details/3e2bde19e752f64b
UFC 304: Edwards vs. Muhammad 2,Christian Leroy Duncan,Gregory Rodrigues,M,Middleweight,NULL,Gregory Rodrigues,Decision,3,3,5:00,http://ufcstats.com/fight-details/f02fed4e98048471
UFC 304: Edwards vs. Muhammad 2,Arnold Allen,Giga Chikadze,M,Featherweight,NULL,Arnold Allen,Decision,3,3,5:00,http://ufcstats.com/fight-details/8a2e28da18ba6a25
UFC 304: Edwards vs. Muhammad 2,Nathaniel Wood,Daniel Pineda,M,Featherweight,NULL,Nathaniel Wood,Decision,3,3,5:00,http://ufcstats.com/fight-details/45e6a9b56ee3a9d1
UFC 304: Edwards vs. Muhammad 2,Molly McCann,Bruna Brasil,F,Women's Strawweight,NULL,Bruna Brasil,Decision,3,3,5:00,http://ufcstats.com/fight-details/678eda89a096dde8
UFC 304: Edwards vs. Muhammad 2,Jake Hadley,Caolan Loughran,M,Bantamweight,NULL,Jake Hadley,Decision,3,3,5:00,http://ufcstats.com/fight-details/9d8c32c60df0e287
UFC 304: Edwards vs. Muhammad 2,Muhammad Mokaev,Manel Kape,M,Flyweight,NULL,Muhammad Mokaev,Decision,3,3,5:00,http://ufcstats.com/fight-details/d6e240c47ba6034d
UFC 304: Edwards vs. Muhammad 2,Oban Elliott,Preston Parsons,M,Welterweight,NULL,Oban Elliott,Decision,3,3,5:00,http://ufcstats.com/fight-details/16b0a16ab2e20fdb
UFC 304: Edwards vs. Muhammad 2,Modestas Bukauskas,Marcin Prachnio,M,Heavyweight,NULL,Modestas Bukauskas,Submission,3,3,3:12,http://ufcstats.com/fight-details/026bb9fd1b3f239d
UFC 304: Edwards vs. Muhammad 2,Sam Patterson,Kiefer Crosbie,M,Welterweight,NULL,Sam Patterson,Submission,3,1,2:50,http://ufcstats.com/fight-details/3183dfe66fcdd25f
UFC 304: Edwards vs. Muhammad 2,Mick Parkin,Lukasz Brzeski,M,Heavyweight,NULL,Mick Parkin,KO/TKO,3,1,3:23,http://ufcstats.com/fight-details/a5558e8fec59a687
UFC 304: Edwards vs. Muhammad 2,Shauna Bannon,Alice Ardelean,F,Women's Strawweight,NULL,Shauna Bannon,Decision,3,3,5:00,http://ufcstats.com/fight-details/dff2ef8fdde8c502
UFC Fight Night: Lemos vs. Jandiroba,Amanda Lemos,Virna Jandiroba,F,Women's Strawweight,NULL,Virna Jandiroba,Submission,5,2,4:48,http://ufcstats.com/fight-details/4a00db8aeff200a2
UFC Fight Night: Lemos vs. Jandiroba,Steve Garcia,SeungWoo Choi,M,Featherweight,NULL,Steve Garcia,KO/TKO,3,1,1:36,http://ufcstats.com/fight-details/120ec60ad18cf6c5
UFC Fight Night: Lemos vs. Jandiroba,Kurt Holobaugh,Kaynan Kruschewsky,M,Lightweight,NULL,Kurt Holobaugh,Decision,3,3,5:00,http://ufcstats.com/fight-details/9eaa33f874bbb999
UFC Fight Night: Lemos vs. Jandiroba,Cody Durden,Bruno Silva,M,Flyweight,NULL,Bruno Silva,KO/TKO,3,2,2:58,http://ufcstats.com/fight-details/94541dd979e0b4bd
UFC Fight Night: Lemos vs. Jandiroba,Dooho Choi,Bill Algeo,M,Featherweight,NULL,Dooho Choi,KO/TKO,3,2,3:38,http://ufcstats.com/fight-details/ec8bc554a0646638
UFC Fight Night: Lemos vs. Jandiroba,JeongYeong Lee,Hyder Amil,M,Featherweight,NULL,Hyder Amil,KO/TKO,3,1,1:05,http://ufcstats.com/fight-details/6e6567a98ea78891
UFC Fight Night: Lemos vs. Jandiroba,Brian Kelleher,Cody Gibson,M,Bantamweight,NULL,Cody Gibson,Submission,3,1,3:58,http://ufcstats.com/fight-details/40c18c6d64463809
UFC Fight Night: Lemos vs. Jandiroba,Miranda Maverick,Dione Barbosa,F,Women's Flyweight,NULL,Miranda Maverick,Decision,3,3,5:00,http://ufcstats.com/fight-details/e655774643881e6c
UFC Fight Night: Lemos vs. Jandiroba,Loik Radzhabov,Trey Ogden,M,Lightweight,NULL,Trey Ogden,Decision,3,3,5:00,http://ufcstats.com/fight-details/b3f1253d0a991791
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina,Lucie Pudilova,F,Women's Flyweight,NULL,Luana Carolina,Decision,3,3,5:00,http://ufcstats.com/fight-details/c3ef9edf73626521
UFC Fight Night: Lemos vs. Jandiroba,Mohammed Usman,Thomas Petersen,M,Heavyweight,NULL,Thomas Petersen,Decision,3,3,5:00,http://ufcstats.com/fight-details/836e9bc5c1f6acd3
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas,Tracy Cortez,F,Women's Flyweight,NULL,Rose Namajunas,Decision,5,5,5:00,http://ufcstats.com/fight-details/1394ce1832ddefe0
UFC Fight Night: Namajunas vs. Cortez,Santiago Ponzinibbio,Muslim Salikhov,M,Welterweight,NULL,Muslim Salikhov,Decision,3,3,5:00,http://ufcstats.com/fight-details/dff8e4ef87d69516
UFC Fight Night: Namajunas vs. Cortez,Drew Dober,Jean Silva,M,Lightweight,NULL,Jean Silva,TKO - Doctor's Stoppage,3,3,1:28,http://ufcstats.com/fight-details/54de03e04f571735
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim,Ange Loosa,M,Welterweight,NULL,Gabriel Bonfim,Decision,3,3,5:00,http://ufcstats.com/fight-details/dad759ec50508147
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa,Christian Rodriguez,M,Featherweight,NULL,Julian Erosa,Submission,3,1,4:49,http://ufcstats.com/fight-details/a63bb85cc39389c7
UFC Fight Night: Namajunas vs. Cortez,Joshua Van,Charles Johnson,M,Flyweight,NULL,Charles Johnson,KO/TKO,3,3,0:20,http://ufcstats.com/fight-details/80108a70c4afa6c2
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius,Fatima Kline,F,Women's Flyweight,NULL,Jasmine Jasudavicius,Decision,3,3,5:00,http://ufcstats.com/fight-details/582afc25875911d1
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson,Da'Mon Blackshear,M,Bantamweight,NULL,Montel Jackson,KO/TKO,3,1,0:18,http://ufcstats.com/fight-details/5eebde8fb4d67259
UFC Fight Night: Namajunas vs. Cortez,Luana Santos,Mariya Agapova,F,Women's Flyweight,NULL,Luana Santos,Submission,3,1,3:27,http://ufcstats.com/fight-details/e06bfd0100eccbad
UFC Fight Night: Namajunas vs. Cortez,Josh Fremd,Andre Petroski,M,Middleweight,NULL,Andre Petroski,Decision,3,3,5:00,http://ufcstats.com/fight-details/d8e8d41282fc90dc
UFC Fight Night: Namajunas vs. Cortez,Evan Elder,Darrius Flowers,M,Welterweight,NULL,Evan Elder,Submission,3,2,1:46,http://ufcstats.com/fight-details/25747d81ae5c6564
UFC 303: Pereira vs. Prochazka 2,Alex Pereira,Jiri Prochazka,M,Heavyweight,Title Fight,Alex Pereira,KO/TKO,5,2,0:13,http://ufcstats.com/fight-details/bca5d01f8775f852
UFC 303: Pereira vs. Prochazka 2,Dan Ige,Diego Lopes,M,NULL,NULL,Diego Lopes,Decision,3,3,5:00,http://ufcstats.com/fight-details/fc8ad0c7fc70dde7
UFC 303: Pereira vs. Prochazka 2,Anthony Smith,Roman Dolidze,M,Heavyweight,NULL,Roman Dolidze,Decision,3,3,5:00,http://ufcstats.com/fight-details/bf878c083a6b30ad
UFC 303: Pereira vs. Prochazka 2,Mayra Bueno Silva,Macy Chiasson,F,Women's Bantamweight,NULL,Macy Chiasson,TKO - Doctor's Stoppage,3,2,1:58,http://ufcstats.com/fight-details/a571c622ab89b3d9
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry,Michael Page,M,Welterweight,NULL,Ian Machado Garry,Decision,3,3,5:00,http://ufcstats.com/fight-details/fbf77262d8da342b
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer,Marc-Andre Barriault,M,Middleweight,NULL,Joe Pyfer,KO/TKO,3,1,1:25,http://ufcstats.com/fight-details/daa6b47be304ec86
UFC 303: Pereira vs. Prochazka 2,Cub Swanson,Andre Fili,M,Featherweight,NULL,Andre Fili,Decision,3,3,5:00,http://ufcstats.com/fight-details/08489fdfb56ee19c
UFC 303: Pereira vs. Prochazka 2,Charles Jourdain,Jean Silva,M,Featherweight,NULL,Jean Silva,KO/TKO,3,2,1:22,http://ufcstats.com/fight-details/2b7883b304b3df1c
UFC 303: Pereira vs. Prochazka 2,Payton Talbott,Yanis Ghemmouri,M,Bantamweight,NULL,Payton Talbott,KO/TKO,3,1,0:19,http://ufcstats.com/fight-details/5f8a92f10e5451ce
UFC 303: Pereira vs. Prochazka 2,Michelle Waterson-Gomez,Gillian Robertson,F,Women's Strawweight,NULL,Gillian Robertson,Decision,3,3,5:00,http://ufcstats.com/fight-details/2517029ff9c1a1a2
UFC 303: Pereira vs. Prochazka 2,Andrei Arlovski,Martin Buday,M,Heavyweight,NULL,Martin Buday,Decision,3,3,5:00,http://ufcstats.com/fight-details/3bbc222130d9dac7
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya,Carlos Hernandez,M,Flyweight,NULL,Rei Tsuruya,Decision,3,3,5:00,http://ufcstats.com/fight-details/7856621db043423d
UFC 303: Pereira vs. Prochazka 2,Ricky Simon,Vinicius Oliveira,M,Bantamweight,NULL,Vinicius Oliveira,Decision,3,3,5:00,http://ufcstats.com/fight-details/bbe3d8a37a276511
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker,Ikram Aliskerov,M,Middleweight,NULL,Robert Whittaker,KO/TKO,5,1,1:49,http://ufcstats.com/fight-details/eba46dbf9cdd83c0
UFC Fight Night: Whittaker vs. Aliskerov,Sergei Pavlovich,Alexander Volkov,M,Heavyweight,NULL,Alexander Volkov,Decision,3,3,5:00,http://ufcstats.com/fight-details/cd3bb8a2824fbf22
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum,Daniel Rodriguez,M,Middleweight,NULL,Kelvin Gastelum,Decision,3,3,5:00,http://ufcstats.com/fight-details/8ddd53a7ed3754d5
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov,Antonio Trocoli,M,Middleweight,NULL,Shara Magomedov,KO/TKO,3,3,2:27,http://ufcstats.com/fight-details/fbbf5391ea25521b
UFC Fight Night: Whittaker vs. Aliskerov,Johnny Walker,Volkan Oezdemir,M,Heavyweight,NULL,Volkan Oezdemir,KO/TKO,3,1,2:28,http://ufcstats.com/fight-details/9d5f562e0572058c
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast,Jared Gordon,M,Lightweight,NULL,Nasrat Haqparast,Decision,3,3,5:00,http://ufcstats.com/fight-details/774fb0c0c1c2bc6a
UFC Fight Night: Whittaker vs. Aliskerov,Muhammad Naimov,Felipe Lima,M,Featherweight,NULL,Felipe Lima,Submission,3,3,1:15,http://ufcstats.com/fight-details/8bd5f20f49434c65
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov,Nicolas Dalby,M,Welterweight,NULL,Rinat Fakhretdinov,Decision,3,3,5:00,http://ufcstats.com/fight-details/de1acb6803ab3f14
UFC Fight Night: Whittaker vs. Aliskerov,Kyung Ho Kang,Muin Gafurov,M,Bantamweight,NULL,Muin Gafurov,Decision,3,3,5:00,http://ufcstats.com/fight-details/8db5cf5df713a7e9
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov,Brendson Ribeiro,M,Heavyweight,NULL,Magomed Gadzhiyasulov,Decision,3,3,5:00,http://ufcstats.com/fight-details/0ac2da3dbaf2fce2
UFC Fight Night: Whittaker vs. Aliskerov,Xiao Long,ChangHo Lee,M,Bantamweight,NULL,ChangHo Lee,Decision,3,3,5:00,http://ufcstats.com/fight-details/c0d6feef69ccb330
