event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC 129: St-Pierre vs Shields,Mark Bocek,Benson Henderson,M,Lightweight,NULL,Benson Henderson,Decision,3,3,5:00,http://ufcstats.com/fight-details/eb8e4c57d131fb46
UFC 129: St-Pierre vs Shields,Nate Diaz,Rory MacDonald,M,Welterweight,NULL,Rory MacDonald,Decision,3,3,5:00,http://ufcstats.com/fight-details/6f0dc5319bf900dc
UFC 129: St-Pierre vs Shields,Jake Ellenberger,Sean Pierson,M,Welterweight,NULL,Jake Ellenberger,KO/TKO,3,1,2:42,http://ufcstats.com/fight-details/81ec228bf7af0fc1
UFC 129: St-Pierre vs Shields,Daniel Roberts,Claude Patrick,M,Welterweight,NULL,Claude Patrick,Decision,3,3,5:00,http://ufcstats.com/fight-details/eb6a55ee772dd722
UFC 129: St-Pierre vs Shields,Ivan Menjivar,Charlie Valencia,M,Bantamweight,NULL,Ivan Menjivar,KO/TKO,3,1,1:30,http://ufcstats.com/fight-details/6d83de8d54f75ffc
UFC 129: St-Pierre vs Shields,Jason MacDonald,Ryan Jensen,M,Middleweight,NULL,Jason MacDonald,Submission,3,1,1:37,http://ufcstats.com/fight-details/5aef2af22f5f2fbd
UFC 129: St-Pierre vs Shields,John Makdessi,Kyle Watson,M,Lightweight,NULL,John Makdessi,KO/TKO,3,3,1:27,http://ufcstats.com/fight-details/6d3655c731347f94
UFC 129: St-Pierre vs Shields,Yves Jabouin,Pablo Garza,M,Featherweight,NULL,Pablo Garza,Submission,3,1,4:31,http://ufcstats.com/fight-details/8348ff428d1687ab
UFC Fight Night: Nogueira vs Davis,Phil Davis,Rogerio Nogueira,M,Heavyweight,NULL,Phil Davis,Decision,3,3,5:00,http://ufcstats.com/fight-details/28b405fe1552ccad
UFC Fight Night: Nogueira vs Davis,Anthony Johnson,Dan Hardy,M,Welterweight,NULL,Anthony Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/60f3232bc7a73b15
UFC Fight Night: Nogueira vs Davis,DaMarques Johnson,Amir Sadollah,M,Welterweight,NULL,Amir Sadollah,KO/TKO,3,2,3:27,http://ufcstats.com/fight-details/de78bdd8c734e8ab
UFC Fight Night: Nogueira vs Davis,Chan Sung Jung,Leonard Garcia,M,Featherweight,NULL,Chan Sung Jung,Submission,3,2,4:59,http://ufcstats.com/fight-details/bb70048e290f4a86
UFC Fight Night: Nogueira vs Davis,Jon Madsen,Mike Russow,M,Heavyweight,NULL,Mike Russow,TKO - Doctor's Stoppage,3,2,5:00,http://ufcstats.com/fight-details/70e78fcf793bc82b
UFC Fight Night: Nogueira vs Davis,Alex Caceres,Mackens Semerzier,M,Featherweight,NULL,Mackens Semerzier,Submission,3,1,3:18,http://ufcstats.com/fight-details/28f57f60a46654f6
UFC Fight Night: Nogueira vs Davis,John Hathaway,Kris McCray,M,Welterweight,NULL,John Hathaway,Decision,3,3,5:00,http://ufcstats.com/fight-details/60d27c73e4a20318
UFC Fight Night: Nogueira vs Davis,Michael McDonald,Edwin Figueroa,M,Bantamweight,NULL,Michael McDonald,Decision,3,3,5:00,http://ufcstats.com/fight-details/c67473192bda50d8
UFC Fight Night: Nogueira vs Davis,Sean McCorkle,Christian Morecraft,M,Heavyweight,NULL,Christian Morecraft,Submission,3,2,4:10,http://ufcstats.com/fight-details/774f7eed6b0180be
UFC Fight Night: Nogueira vs Davis,Johny Hendricks,TJ Waldburger,M,Welterweight,NULL,Johny Hendricks,KO/TKO,3,1,1:35,http://ufcstats.com/fight-details/a1f4a5fcef50915b
UFC Fight Night: Nogueira vs Davis,Mario Miranda,Aaron Simpson,M,Middleweight,NULL,Aaron Simpson,Decision,3,3,5:00,http://ufcstats.com/fight-details/89d39663ff1b890e
UFC Fight Night: Nogueira vs Davis,Waylon Lowe,Nik Lentz,M,Lightweight,NULL,Nik Lentz,Submission,3,3,2:24,http://ufcstats.com/fight-details/04d97700dbdaef5e
UFC 128: Shogun vs Jones,Mauricio Rua,Jon Jones,M,Heavyweight,Title Fight,Jon Jones,KO/TKO,5,3,2:37,http://ufcstats.com/fight-details/dc2a3aeac1441991
UFC 128: Shogun vs Jones,Urijah Faber,Eddie Wineland,M,Bantamweight,NULL,Urijah Faber,Decision,3,3,5:00,http://ufcstats.com/fight-details/dd3ea525fe1898f1
UFC 128: Shogun vs Jones,Jim Miller,Kamal Shalorus,M,Lightweight,NULL,Jim Miller,KO/TKO,3,3,2:15,http://ufcstats.com/fight-details/2a28ce0035468735
UFC 128: Shogun vs Jones,Dan Miller,Nate Marquardt,M,Middleweight,NULL,Nate Marquardt,Decision,3,3,5:00,http://ufcstats.com/fight-details/376beb49aadb06d6
UFC 128: Shogun vs Jones,Mirko Filipovic,Brendan Schaub,M,Heavyweight,NULL,Brendan Schaub,KO/TKO,3,3,3:44,http://ufcstats.com/fight-details/077667e3aaf314db
UFC 128: Shogun vs Jones,Luiz Cane,Eliot Marshall,M,Heavyweight,NULL,Luiz Cane,KO/TKO,3,1,2:15,http://ufcstats.com/fight-details/e1563825c36aad26
UFC 128: Shogun vs Jones,Edson Barboza,Anthony Njokuani,M,Lightweight,NULL,Edson Barboza,Decision,3,3,5:00,http://ufcstats.com/fight-details/42e7cc48c31d8f29
UFC 128: Shogun vs Jones,Ricardo Almeida,Mike Pyle,M,Welterweight,NULL,Mike Pyle,Decision,3,3,5:00,http://ufcstats.com/fight-details/a8cf22bc7d05c0a1
UFC 128: Shogun vs Jones,Kurt Pellegrino,Gleison Tibau,M,Lightweight,NULL,Gleison Tibau,Decision,3,3,5:00,http://ufcstats.com/fight-details/e595cb4bfc26193b
UFC 128: Shogun vs Jones,Joseph Benavidez,Ian Loveland,M,Bantamweight,NULL,Joseph Benavidez,Decision,3,3,5:00,http://ufcstats.com/fight-details/04193f1fff93ddb1
UFC 128: Shogun vs Jones,Constantinos Philippou,Nick Catone,M,NULL,NULL,Nick Catone,Decision,3,3,5:00,http://ufcstats.com/fight-details/560cec2acc9b0a13
UFC 128: Shogun vs Jones,Erik Koch,Raphael Assuncao,M,Featherweight,NULL,Erik Koch,KO/TKO,3,1,2:32,http://ufcstats.com/fight-details/18b31990d1808419
UFC Live: Sanchez vs Kampmann,Diego Sanchez,Martin Kampmann,M,Welterweight,NULL,Diego Sanchez,Decision,3,3,5:00,http://ufcstats.com/fight-details/42536a8cf2eda678
UFC Live: Sanchez vs Kampmann,CB Dollaway,Mark Munoz,M,Middleweight,NULL,Mark Munoz,KO/TKO,3,1,0:54,http://ufcstats.com/fight-details/08602f790f09d949
UFC Live: Sanchez vs Kampmann,Alessio Sakara,Chris Weidman,M,Middleweight,NULL,Chris Weidman,Decision,3,3,5:00,http://ufcstats.com/fight-details/4186686dbd9957cd
UFC Live: Sanchez vs Kampmann,Brian Bowles,Damacio Page,M,Bantamweight,NULL,Brian Bowles,Submission,3,1,3:30,http://ufcstats.com/fight-details/f06030bf27ebe337
UFC Live: Sanchez vs Kampmann,Steve Cantwell,Cyrille Diabate,M,Heavyweight,NULL,Cyrille Diabate,Decision,3,3,5:00,http://ufcstats.com/fight-details/67afd8e69820ffa0
UFC Live: Sanchez vs Kampmann,Joe Stevenson,Danny Castillo,M,Lightweight,NULL,Danny Castillo,Decision,3,3,5:00,http://ufcstats.com/fight-details/bbbb4c62c35f5390
UFC Live: Sanchez vs Kampmann,Thiago Tavares,Shane Roller,M,Lightweight,NULL,Shane Roller,KO/TKO,3,2,1:28,http://ufcstats.com/fight-details/16b0e962beb6d15e
UFC Live: Sanchez vs Kampmann,Takeya Mizugaki,Reuben Duran,M,Bantamweight,NULL,Takeya Mizugaki,Decision,3,3,5:00,http://ufcstats.com/fight-details/d59b40be94d5a609
UFC Live: Sanchez vs Kampmann,Rob Kimmons,Dongi Yang,M,Middleweight,NULL,Dongi Yang,KO/TKO,3,2,4:47,http://ufcstats.com/fight-details/de2513c984996c8c
UFC Live: Sanchez vs Kampmann,David Branch,Rousimar Palhares,M,Middleweight,NULL,Rousimar Palhares,Submission,3,2,1:44,http://ufcstats.com/fight-details/1fa6d636d283ac84
UFC Live: Sanchez vs Kampmann,Igor Pokrajac,Todd Brown,M,Heavyweight,NULL,Igor Pokrajac,KO/TKO,3,1,5:00,http://ufcstats.com/fight-details/3ce9e07f51239edd
UFC 127: Penn vs Fitch,Michael Bisping,Jorge Rivera,M,Middleweight,NULL,Michael Bisping,KO/TKO,3,2,1:54,http://ufcstats.com/fight-details/0f461c4ddf70eff9
UFC 127: Penn vs Fitch,George Sotiropoulos,Dennis Siver,M,Lightweight,NULL,Dennis Siver,Decision,3,3,5:00,http://ufcstats.com/fight-details/2dd864ec1a1a4031
UFC 127: Penn vs Fitch,Brian Ebersole,Chris Lytle,M,Welterweight,NULL,Brian Ebersole,Decision,3,3,5:00,http://ufcstats.com/fight-details/d5e7fe1f5035505c
UFC 127: Penn vs Fitch,Chris Camozzi,Kyle Noke,M,Middleweight,NULL,Kyle Noke,Submission,3,1,1:35,http://ufcstats.com/fight-details/76e6177c401f2176
UFC 127: Penn vs Fitch,Ross Pearson,Spencer Fisher,M,Lightweight,NULL,Ross Pearson,Decision,3,3,5:00,http://ufcstats.com/fight-details/72372c31dee3cadc
UFC 127: Penn vs Fitch,Alexander Gustafsson,James Te Huna,M,Heavyweight,NULL,Alexander Gustafsson,Submission,3,1,4:27,http://ufcstats.com/fight-details/fec8b9760d6bb235
UFC 127: Penn vs Fitch,Nick Ring,Riki Fukuda,M,Middleweight,NULL,Nick Ring,Decision,3,3,5:00,http://ufcstats.com/fight-details/ae07b35f2797242e
UFC 127: Penn vs Fitch,Tom Blackledge,Anthony Perosh,M,Heavyweight,NULL,Anthony Perosh,Submission,3,1,2:45,http://ufcstats.com/fight-details/e4b5f0358ce7bad4
UFC 127: Penn vs Fitch,Zhang Tiequan,Jason Reinhardt,M,Featherweight,NULL,Zhang Tiequan,Submission,3,1,0:48,http://ufcstats.com/fight-details/5b6796a9194d339b
UFC 127: Penn vs Fitch,Mark Hunt,Chris Tuchscherer,M,Heavyweight,NULL,Mark Hunt,KO/TKO,3,2,1:41,http://ufcstats.com/fight-details/6ac1478baeddaae8
UFC 127: Penn vs Fitch,Maciej Jewtuszko,Curt Warburton,M,Lightweight,NULL,Curt Warburton,Decision,3,3,5:00,http://ufcstats.com/fight-details/062816ff1b591bbb
UFC 126: Silva vs Belfort,Anderson Silva,Vitor Belfort,M,Middleweight,Title Fight,Anderson Silva,KO/TKO,5,1,3:25,http://ufcstats.com/fight-details/87c73e2086214b5c
UFC 126: Silva vs Belfort,Forrest Griffin,Rich Franklin,M,Heavyweight,NULL,Forrest Griffin,Decision,3,3,5:00,http://ufcstats.com/fight-details/d2246624da1c4e38
UFC 126: Silva vs Belfort,Jon Jones,Ryan Bader,M,Heavyweight,NULL,Jon Jones,Submission,3,2,4:20,http://ufcstats.com/fight-details/65ce293c20bd25e2
UFC 126: Silva vs Belfort,Jake Ellenberger,Carlos Eduardo Rocha,M,Welterweight,NULL,Jake Ellenberger,Decision,3,3,5:00,http://ufcstats.com/fight-details/d1cda3a0c148b725
UFC 126: Silva vs Belfort,Miguel Torres,Antonio Banuelos,M,Bantamweight,NULL,Miguel Torres,Decision,3,3,5:00,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3
UFC 126: Silva vs Belfort,Donald Cerrone,Paul Kelly,M,Lightweight,NULL,Donald Cerrone,Submission,3,2,3:48,http://ufcstats.com/fight-details/6b7033df94818cee
UFC 126: Silva vs Belfort,Chad Mendes,Michihiro Omigawa,M,Featherweight,NULL,Chad Mendes,Decision,3,3,5:00,http://ufcstats.com/fight-details/ae3ab5d1892153ef
UFC 126: Silva vs Belfort,Norifumi Yamamoto,Demetrious Johnson,M,Bantamweight,NULL,Demetrious Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/20aa994cd23074b9
UFC 126: Silva vs Belfort,Paul Taylor,Gabe Ruediger,M,Lightweight,NULL,Paul Taylor,KO/TKO,3,2,1:42,http://ufcstats.com/fight-details/95f136c07f9834be
UFC 126: Silva vs Belfort,Kyle Kingsbury,Ricardo Romero,M,Heavyweight,NULL,Kyle Kingsbury,KO/TKO,3,1,0:21,http://ufcstats.com/fight-details/c1843fa8f113d321
UFC 126: Silva vs Belfort,Mike Pierce,Kenny Robertson,M,Welterweight,NULL,Mike Pierce,KO/TKO,3,2,0:29,http://ufcstats.com/fight-details/791b8b3a475487e9
UFC Fight Night: Fight for the Troops 2,Melvin Guillard,Evan Dunham,M,Lightweight,NULL,Melvin Guillard,KO/TKO,3,1,2:58,http://ufcstats.com/fight-details/6963c65b49e47277
UFC Fight Night: Fight for the Troops 2,Matt Mitrione,Tim Hague,M,Heavyweight,NULL,Matt Mitrione,KO/TKO,3,1,2:59,http://ufcstats.com/fight-details/a60ba933a7ea898e
UFC Fight Night: Fight for the Troops 2,Mark Hominick,George Roop,M,Featherweight,NULL,Mark Hominick,KO/TKO,3,1,1:28,http://ufcstats.com/fight-details/9a71dc94152a76ac
UFC Fight Night: Fight for the Troops 2,Pat Barry,Joey Beltran,M,Heavyweight,NULL,Pat Barry,Decision,3,3,5:00,http://ufcstats.com/fight-details/4abf375aa97364f6
UFC Fight Night: Fight for the Troops 2,Cole Miller,Matt Wiman,M,Lightweight,NULL,Matt Wiman,Decision,3,3,5:00,http://ufcstats.com/fight-details/dc58af0c02a42743
UFC Fight Night: Fight for the Troops 2,Cody McKenzie,Yves Edwards,M,Lightweight,NULL,Yves Edwards,Submission,3,2,4:33,http://ufcstats.com/fight-details/ab8b506dd2277da3
UFC Fight Night: Fight for the Troops 2,DaMarques Johnson,Mike Guymon,M,Welterweight,NULL,DaMarques Johnson,Submission,3,1,3:22,http://ufcstats.com/fight-details/a245b4d0a7861fb8
UFC Fight Night: Fight for the Troops 2,Rani Yahya,Mike Brown,M,Featherweight,NULL,Rani Yahya,Decision,3,3,5:00,http://ufcstats.com/fight-details/ba5b23e7ef308883
UFC Fight Night: Fight for the Troops 2,Waylon Lowe,Willamy Freire,M,Lightweight,NULL,Waylon Lowe,Decision,3,3,5:00,http://ufcstats.com/fight-details/dbfac95047e7b33a
UFC Fight Night: Fight for the Troops 2,Charlie Brenneman,Amilcar Alves,M,Welterweight,NULL,Charlie Brenneman,Decision,3,3,5:00,http://ufcstats.com/fight-details/986bc0ce25dac848
UFC Fight Night: Fight for the Troops 2,Will Campuzano,Chris Cariaso,M,Bantamweight,NULL,Chris Cariaso,Decision,3,3,5:00,http://ufcstats.com/fight-details/89cb6801b51f2216
UFC 125: Resolution,Chris Leben,Brian Stann,M,Middleweight,NULL,Brian Stann,KO/TKO,3,1,3:37,http://ufcstats.com/fight-details/075be81e3f92c2bf
UFC 125: Resolution,Nate Diaz,Dong Hyun Kim,M,Welterweight,NULL,Dong Hyun Kim,Decision,3,3,5:00,http://ufcstats.com/fight-details/de7eec13356baebe
UFC 125: Resolution,Clay Guida,Takanori Gomi,M,Lightweight,NULL,Clay Guida,Submission,3,2,4:27,http://ufcstats.com/fight-details/f327f8e59acfab1b
UFC 125: Resolution,Jeremy Stephens,Marcus Davis,M,Lightweight,NULL,Jeremy Stephens,KO/TKO,3,3,2:33,http://ufcstats.com/fight-details/df42fd9af4740d24
UFC 125: Resolution,Dustin Poirier,Josh Grispi,M,Featherweight,NULL,Dustin Poirier,Decision,3,3,5:00,http://ufcstats.com/fight-details/b13e3620949300c5
UFC 125: Resolution,Phil Baroni,Brad Tavares,M,Middleweight,NULL,Brad Tavares,KO/TKO,3,1,4:20,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c
UFC 125: Resolution,Mike Brown,Diego Nunes,M,Featherweight,NULL,Diego Nunes,Decision,3,3,5:00,http://ufcstats.com/fight-details/965989097794b22b
UFC 125: Resolution,Daniel Roberts,Greg Soto,M,Welterweight,NULL,Daniel Roberts,Submission,3,1,3:45,http://ufcstats.com/fight-details/33c8395139de7551
UFC 125: Resolution,Jacob Volkmann,Antonio McKee,M,Lightweight,NULL,Jacob Volkmann,Decision,3,3,5:00,http://ufcstats.com/fight-details/e7ace0544d5ab596
UFC 124: St-Pierre vs Koscheck 2,Georges St-Pierre,Josh Koscheck,M,Welterweight,Title Fight,Georges St-Pierre,Decision,5,5,5:00,http://ufcstats.com/fight-details/e87b5c403533b057
UFC 124: St-Pierre vs Koscheck 2,Stefan Struve,Sean McCorkle,M,Heavyweight,NULL,Stefan Struve,KO/TKO,3,1,3:55,http://ufcstats.com/fight-details/ed6a02c8dcc6f922
UFC 124: St-Pierre vs Koscheck 2,Jim Miller,Charles Oliveira,M,Lightweight,NULL,Jim Miller,Submission,3,1,1:59,http://ufcstats.com/fight-details/77785292d4df807c
UFC 124: St-Pierre vs Koscheck 2,Joe Stevenson,Mac Danzig,M,Lightweight,NULL,Mac Danzig,KO/TKO,3,1,1:54,http://ufcstats.com/fight-details/ecc41acbd699812a
UFC 124: St-Pierre vs Koscheck 2,Thiago Alves,John Howard,M,Welterweight,NULL,Thiago Alves,Decision,3,3,5:00,http://ufcstats.com/fight-details/f0d86420d88ca27b
UFC 124: St-Pierre vs Koscheck 2,Joe Doerksen,Dan Miller,M,Middleweight,NULL,Dan Miller,Decision,3,3,5:00,http://ufcstats.com/fight-details/ecc80630494d402a
UFC 124: St-Pierre vs Koscheck 2,Mark Bocek,Dustin Hazelett,M,Lightweight,NULL,Mark Bocek,Submission,3,1,2:33,http://ufcstats.com/fight-details/94a3e3df3d28d8f0
UFC 124: St-Pierre vs Koscheck 2,Matthew Riddle,Sean Pierson,M,Welterweight,NULL,Sean Pierson,Decision,3,3,5:00,http://ufcstats.com/fight-details/37d988593cb5f14a
UFC 124: St-Pierre vs Koscheck 2,TJ Grant,Ricardo Almeida,M,Welterweight,NULL,Ricardo Almeida,Decision,3,3,5:00,http://ufcstats.com/fight-details/42a361f33cbb8d6f
UFC 124: St-Pierre vs Koscheck 2,Pat Audinwood,John Makdessi,M,Lightweight,NULL,John Makdessi,Decision,3,3,5:00,http://ufcstats.com/fight-details/c4bbae7615545c85
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Jonathan Brookins,Michael Johnson,M,Lightweight,Title Fight,Jonathan Brookins,Decision,3,3,5:00,http://ufcstats.com/fight-details/dca2a0eb4cd3deac
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Stephan Bonnar,Igor Pokrajac,M,Heavyweight,NULL,Stephan Bonnar,Decision,3,3,5:00,http://ufcstats.com/fight-details/a2be3b3f9739d0af
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Kendall Grove,Demian Maia,M,Middleweight,NULL,Demian Maia,Decision,3,3,5:00,http://ufcstats.com/fight-details/dee976dde74e7e05
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Johny Hendricks,Rick Story,M,Welterweight,NULL,Rick Story,Decision,3,3,5:00,http://ufcstats.com/fight-details/dca074896265f816
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Nam Phan,Leonard Garcia,M,Featherweight,NULL,Leonard Garcia,Decision,3,3,5:00,http://ufcstats.com/fight-details/6e574bd614afffd9
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Cody McKenzie,Aaron Wilkinson,M,Lightweight,NULL,Cody McKenzie,Submission,3,1,2:03,http://ufcstats.com/fight-details/f5686732b85adafc
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Ian Loveland,Tyler Toner,M,Featherweight,NULL,Ian Loveland,Decision,3,3,5:00,http://ufcstats.com/fight-details/ee85a66d86490f83
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Sako Chivitchian,Kyle Watson,M,Lightweight,NULL,Kyle Watson,Decision,3,3,5:00,http://ufcstats.com/fight-details/a1b035662f43aae2
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Will Campuzano,Nick Pace,M,Bantamweight,NULL,Nick Pace,Submission,3,3,4:33,http://ufcstats.com/fight-details/d2287a9cfb6b9b07
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Fredson Paixao,Pablo Garza,M,Featherweight,NULL,Pablo Garza,KO/TKO,3,1,0:51,http://ufcstats.com/fight-details/7206d0aa1d53e518
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Rich Attonito,David Branch,M,Middleweight,NULL,David Branch,Decision,3,3,5:00,http://ufcstats.com/fight-details/3d16f99de58b9d0e
UFC 123: Rampage vs Machida,Quinton Jackson,Lyoto Machida,M,Heavyweight,NULL,Quinton Jackson,Decision,3,3,5:00,http://ufcstats.com/fight-details/47b690fb54f2eaf9
UFC 123: Rampage vs Machida,Matt Hughes,BJ Penn,M,Welterweight,NULL,BJ Penn,KO/TKO,3,1,0:21,http://ufcstats.com/fight-details/552973c278f08fbb
UFC 123: Rampage vs Machida,Gerald Harris,Maiquel Falcao,M,Middleweight,NULL,Maiquel Falcao,Decision,3,3,5:00,http://ufcstats.com/fight-details/256aacb8cb2c4289
UFC 123: Rampage vs Machida,Phil Davis,Tim Boetsch,M,Heavyweight,NULL,Phil Davis,Submission,3,2,2:55,http://ufcstats.com/fight-details/71bcafd04decc8ce
UFC 123: Rampage vs Machida,George Sotiropoulos,Joe Lauzon,M,Lightweight,NULL,George Sotiropoulos,Submission,3,2,2:43,http://ufcstats.com/fight-details/3e0301367e511512
UFC 123: Rampage vs Machida,Matt Brown,Brian Foster,M,Welterweight,NULL,Brian Foster,Submission,3,2,2:11,http://ufcstats.com/fight-details/15cae38f1326adfb
UFC 123: Rampage vs Machida,Aaron Simpson,Mark Munoz,M,Middleweight,NULL,Mark Munoz,Decision,3,3,5:00,http://ufcstats.com/fight-details/8d886fba9328269c
UFC 123: Rampage vs Machida,Karo Parisyan,Dennis Hallman,M,Welterweight,NULL,Dennis Hallman,KO/TKO,3,1,1:47,http://ufcstats.com/fight-details/0ed093f6aaab94d3
UFC 123: Rampage vs Machida,Mike Lullo,Edson Barboza,M,Lightweight,NULL,Edson Barboza,KO/TKO,3,3,0:26,http://ufcstats.com/fight-details/8b87b341bcd130ee
UFC 123: Rampage vs Machida,Paul Kelly,TJ O'Brien,M,Lightweight,NULL,Paul Kelly,KO/TKO,3,2,3:16,http://ufcstats.com/fight-details/e76c3346ad9be24a
UFC 123: Rampage vs Machida,Tyson Griffin,Nik Lentz,M,Lightweight,NULL,Nik Lentz,Decision,3,3,5:00,http://ufcstats.com/fight-details/83ea3c36a6f91cb8
UFC 122: Marquardt vs Okami,Nate Marquardt,Yushin Okami,M,Middleweight,NULL,Yushin Okami,Decision,3,3,5:00,http://ufcstats.com/fight-details/fdb7377a34603e47
UFC 122: Marquardt vs Okami,Dennis Siver,Andre Winner,M,Lightweight,NULL,Dennis Siver,Submission,3,1,3:37,http://ufcstats.com/fight-details/6a32cabbcd9b1e42
UFC 122: Marquardt vs Okami,Amir Sadollah,Peter Sobotta,M,Welterweight,NULL,Amir Sadollah,Decision,3,3,5:00,http://ufcstats.com/fight-details/82ad4eb50b3d7bd0
UFC 122: Marquardt vs Okami,Krzysztof Soszynski,Goran Reljic,M,Heavyweight,NULL,Krzysztof Soszynski,Decision,3,3,5:00,http://ufcstats.com/fight-details/5e3f46e6f46d5a90
UFC 122: Marquardt vs Okami,Duane Ludwig,Nick Osipczak,M,Welterweight,NULL,Duane Ludwig,Decision,3,3,5:00,http://ufcstats.com/fight-details/68b3222e977a6a11
UFC 122: Marquardt vs Okami,Vladimir Matyushenko,Alexandre Ferreira,M,Heavyweight,NULL,Vladimir Matyushenko,KO/TKO,3,1,2:20,http://ufcstats.com/fight-details/2a9755f4d43f3e2f
UFC 122: Marquardt vs Okami,Pascal Krauss,Mark Scanlon,M,Welterweight,NULL,Pascal Krauss,Decision,3,3,5:00,http://ufcstats.com/fight-details/d2ce61c578e67067
UFC 122: Marquardt vs Okami,Kyle Noke,Rob Kimmons,M,Middleweight,NULL,Kyle Noke,Submission,3,2,1:33,http://ufcstats.com/fight-details/0a5d29e380f1e3e0
UFC 122: Marquardt vs Okami,Seth Petruzelli,Karlos Vemola,M,Heavyweight,NULL,Karlos Vemola,KO/TKO,3,1,3:46,http://ufcstats.com/fight-details/ebf204638524c377
UFC 122: Marquardt vs Okami,Kris McCray,Carlos Eduardo Rocha,M,Welterweight,NULL,Carlos Eduardo Rocha,Submission,3,1,2:21,http://ufcstats.com/fight-details/d87755257628de36
UFC 121: Lesnar vs Velasquez,Brock Lesnar,Cain Velasquez,M,Heavyweight,Title Fight,Cain Velasquez,KO/TKO,5,1,4:12,http://ufcstats.com/fight-details/8f301d4eb8e97449
UFC 121: Lesnar vs Velasquez,Jake Shields,Martin Kampmann,M,Welterweight,NULL,Jake Shields,Decision,3,3,5:00,http://ufcstats.com/fight-details/1a0b90c661fd603e
UFC 121: Lesnar vs Velasquez,Diego Sanchez,Paulo Thiago,M,Welterweight,NULL,Diego Sanchez,Decision,3,3,5:00,http://ufcstats.com/fight-details/635763ab6b5f0bf0
UFC 121: Lesnar vs Velasquez,Tito Ortiz,Matt Hamill,M,Heavyweight,NULL,Matt Hamill,Decision,3,3,5:00,http://ufcstats.com/fight-details/ec618a1214d4b171
UFC 121: Lesnar vs Velasquez,Brendan Schaub,Gabriel Gonzaga,M,Heavyweight,NULL,Brendan Schaub,Decision,3,3,5:00,http://ufcstats.com/fight-details/8787d56f59bfb4c3
UFC 121: Lesnar vs Velasquez,Court McGee,Ryan Jensen,M,Middleweight,NULL,Court McGee,Submission,3,3,1:21,http://ufcstats.com/fight-details/46c74829fb4c2dd5
UFC 121: Lesnar vs Velasquez,Patrick Cote,Tom Lawlor,M,Middleweight,NULL,Tom Lawlor,Decision,3,3,5:00,http://ufcstats.com/fight-details/704e1351a64581ed
UFC 121: Lesnar vs Velasquez,Mike Guymon,Daniel Roberts,M,Welterweight,NULL,Daniel Roberts,Submission,3,1,1:13,http://ufcstats.com/fight-details/f7e5e9fdcbff28b3
UFC 121: Lesnar vs Velasquez,Sam Stout,Paul Taylor,M,Lightweight,NULL,Sam Stout,Decision,3,3,5:00,http://ufcstats.com/fight-details/95ca100d6bf829b2
