fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Bec Rawlings,167.64,125.0,162.56,Orthodox,1989-02-11,7,47%,8,53%,0,0%,0.0,0%,4.48,42%,5.66,57%,0.71,NA,68%
Gideon Ray,177.8,185.0,NA,Southpaw,1973-05-27,17,52%,15,45%,1,3%,0.0,0%,2.08,NA,2.58,53%,1.49,NA,0%
Joe Ray,NA,170.0,NA,NA,1984-12-17,13,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Stevie Ray,177.8,155.0,177.8,Southpaw,1990-03-25,23,72%,9,28%,0,0%,0.0,0%,3.73,44%,2.93,54%,0.75,46%,55%
Keenan Raymond,NA,165.0,NA,NA,NA,3,50%,3,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Iony Razafiarison,160.02,145.0,NA,NA,1984-12-23,2,50%,1,25%,0,0%,1.0,25%,1.2,42%,1.4,53%,2.0,NA,75%
Abdul Razak Alhassan,177.8,185.0,185.42,Orthodox,1985-08-11,12,63%,6,32%,0,0%,1.0,5%,3.62,49%,3.97,55%,0.88,38%,51%
Antony Rea,182.88,205.0,NA,Orthodox,1976-07-15,33,69%,15,31%,0,0%,0.0,0%,2.89,28%,5.42,42%,0.0,NA,100%
Mateusz Rebecki,170.18,155.0,167.64,Southpaw,1992-11-03,20,91%,2,9%,0,0%,0.0,0%,4.7,48%,4.13,54%,3.84,75%,45%
Rafael Rebello,165.1,135.0,170.18,Orthodox,1980-10-16,9,69%,4,31%,0,0%,0.0,0%,2.19,32%,3.29,58%,2.82,33%,75%
Greg Rebello,182.88,240.0,185.42,Southpaw,1982-06-13,24,75%,8,25%,0,0%,0.0,0%,2.61,39%,2.92,58%,0.0,NA,0%
Paul Redmond,177.8,145.0,NA,Orthodox,1986-10-20,12,63%,7,37%,0,0%,0.0,0%,0.72,34%,2.99,41%,0.0,NA,50%
Dennis Reed,NA,205.0,NA,Orthodox,NA,45,42%,62,57%,1,1%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Karl Reed,190.5,205.0,198.12,Orthodox,1988-10-27,6,86%,1,14%,0,0%,0.0,0%,2.04,44%,3.84,38%,1.06,22%,53%
Elise Reed,160.02,115.0,160.02,Orthodox,1992-12-05,8,67%,4,33%,0,0%,0.0,0%,3.5,53%,3.15,53%,0.49,NA,56%
John Reedy,172.72,155.0,NA,NA,NA,11,65%,6,35%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Johnny Rees,182.88,170.0,NA,Orthodox,1982-10-21,13,68%,5,26%,0,0%,1.0,5%,3.29,64%,0.84,47%,1.15,25%,50%
James Reese,175.26,155.0,NA,NA,1980-12-21,11,52%,10,48%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Zachary Reese,193.04,185.0,195.58,Switch,1994-03-24,8,89%,1,11%,0,0%,0.0,0%,5.06,59%,2.88,48%,4.08,55%,25%
Stephen Regman,180.34,185.0,193.04,Orthodox,1991-08-05,9,69%,4,31%,0,0%,0.0,0%,1.41,NA,4.93,23%,3.52,NA,0%
Chad Reiner,180.34,170.0,NA,Orthodox,1981-06-29,33,65%,18,35%,0,0%,0.0,0%,0.53,NA,1.97,46%,0.99,33%,25%
Jason Reinhardt,167.64,135.0,NA,Orthodox,1969-10-31,20,87%,3,13%,0,0%,0.0,0%,0.51,NA,4.07,43%,1.91,12%,50%
Wilson Reis,162.56,125.0,165.1,Southpaw,1985-01-06,23,70%,10,30%,0,0%,0.0,0%,1.83,29%,3.04,55%,5.15,42%,47%
Ben Reiter,190.5,185.0,NA,NA,1987-06-27,17,85%,2,10%,1,5%,0.0,0%,1.8,46%,1.53,54%,7.0,43%,0%
Goran Reljic,190.5,205.0,205.74,Southpaw,1984-03-20,15,65%,8,35%,0,0%,0.0,0%,1.69,37%,2.69,59%,1.69,NA,33%
Leigh Remedios,170.18,155.0,NA,Orthodox,1976-01-13,18,60%,10,33%,2,7%,0.0,0%,0.75,41%,1.36,68%,0.0,NA,33%
Paulo Renato Junior,182.88,205.0,185.42,Orthodox,1994-01-25,12,80%,3,20%,0,0%,0.0,0%,4.89,45%,5.18,56%,0.0,NA,100%
Chance Rencountre,187.96,170.0,190.5,Southpaw,1986-12-31,14,78%,4,22%,0,0%,0.0,0%,1.1,NA,3.62,49%,1.35,26%,16%
Montserrat Rendon,172.72,135.0,172.72,Orthodox,1989-03-16,6,86%,1,14%,0,0%,0.0,0%,3.13,28%,3.9,54%,3.0,54%,100%
Marion Reneau,167.64,135.0,172.72,Orthodox,1977-06-20,9,50%,8,44%,1,6%,0.0,0%,3.2,41%,3.52,59%,0.62,63%,50%
Solomon Renfro,175.26,170.0,182.88,Switch,1997-02-05,8,80%,2,20%,0,0%,0.0,0%,5.2,44%,3.53,61%,2.0,NA,100%
John Renken,182.88,190.0,NA,Orthodox,NA,18,35%,28,55%,4,8%,1.0,2%,NA,NA,NA,NA,0.0,NA,0%
Herman Renting,182.88,215.0,NA,Switch,NA,1,25%,3,75%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Marco Polo Reyes,180.34,155.0,180.34,Orthodox,1984-11-07,8,53%,7,47%,0,0%,0.0,0%,6.0,37%,5.52,59%,0.0,NA,46%
Dominick Reyes,193.04,205.0,195.58,Southpaw,1989-12-26,14,78%,4,22%,0,0%,0.0,0%,5.64,54%,3.59,49%,0.31,28%,82%
Alex Reyes,180.34,155.0,185.42,Orthodox,1986-10-02,13,72%,5,28%,0,0%,0.0,0%,4.46,46%,6.92,48%,1.5,28%,0%
Kyle Reyes,172.72,145.0,NA,NA,NA,15,68%,7,32%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Victor Reyna,180.34,170.0,187.96,Southpaw,1986-08-05,11,65%,5,29%,0,0%,1.0,6%,5.8,63%,4.75,42%,0.0,NA,100%
Gaston Reyno,182.88,145.0,NA,NA,1986-11-11,6,60%,2,20%,0,0%,2.0,20%,7.79,62%,3.9,44%,0.0,NA,0%
Johnny Rhodes,182.88,210.0,NA,Orthodox,NA,2,67%,1,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mike Rhodes,185.42,170.0,187.96,Orthodox,1989-12-04,10,67%,5,33%,0,0%,0.0,0%,3.2,39%,4.13,64%,0.96,33%,75%
Lucrezia Ria,167.64,125.0,NA,Orthodox,1992-06-24,8,80%,2,20%,0,0%,0.0,0%,4.07,46%,4.4,45%,1.0,33%,0%
Amanda Ribas,160.02,115.0,167.64,Orthodox,1993-08-26,12,71%,5,29%,0,0%,0.0,0%,4.63,NA,3.4,61%,2.07,51%,85%
Vitor Ribeiro,172.72,154.0,NA,Orthodox,1979-02-24,20,80%,5,20%,0,0%,0.0,0%,1.0,28%,1.95,48%,1.58,26%,100%
Will Ribeiro,172.72,135.0,NA,Orthodox,1983-02-17,10,83%,2,17%,0,0%,0.0,0%,1.83,28%,1.64,74%,1.15,NA,50%
Claudio Ribeiro,185.42,185.0,195.58,Orthodox,1992-07-17,11,69%,5,31%,0,0%,0.0,0%,3.59,51%,4.9,NA,0.56,NA,66%
Brendson Ribeiro,190.5,205.0,205.74,Orthodox,1996-09-08,16,67%,7,29%,0,0%,1.0,4%,3.16,42%,3.92,54%,1.27,NA,0%
Esteban Ribovics,177.8,155.0,175.26,Orthodox,1996-04-27,14,93%,1,7%,0,0%,0.0,0%,7.53,48%,4.95,57%,0.64,66%,61%
Mike Ricci,182.88,155.0,193.04,Southpaw,1986-03-18,11,69%,5,31%,0,0%,0.0,0%,1.8,32%,1.64,65%,0.67,NA,54%
Alex Ricci,180.34,155.0,NA,Orthodox,1982-07-21,10,67%,5,33%,0,0%,0.0,0%,2.48,41%,2.53,64%,0.0,NA,64%
Tabatha Ricci,154.94,115.0,154.94,Orthodox,1995-02-21,11,79%,3,21%,0,0%,0.0,0%,4.18,36%,5.29,57%,2.74,37%,81%
Matt Ricehouse,NA,155.0,NA,NA,1987-03-11,6,86%,1,14%,0,0%,0.0,0%,3.7,44%,4.8,47%,1.0,22%,81%
John Richard,NA,205.0,NA,NA,1982-05-22,3,33%,5,56%,1,11%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rex Richards,195.58,265.0,NA,NA,NA,7,78%,2,22%,0,0%,0.0,0%,17.65,58%,5.29,72%,0.0,NA,0%
Mike Richman,172.72,135.0,NA,NA,1985-06-23,18,72%,7,28%,0,0%,0.0,0%,4.06,44%,3.49,43%,0.0,NA,76%
Dave Rickels,180.34,155.0,NA,NA,1989-01-05,18,75%,4,17%,0,0%,2.0,8%,4.29,59%,5.53,42%,0.0,NA,25%
Haisam Rida,NA,NA,NA,NA,1993-07-25,0,0%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Brad Riddell,170.18,155.0,180.34,Orthodox,1991-09-30,10,71%,4,29%,0,0%,0.0,0%,4.71,53%,3.53,53%,1.77,36%,63%
Matthew Riddle,185.42,170.0,193.04,Southpaw,1986-01-14,8,62%,3,23%,0,0%,2.0,15%,3.01,42%,2.74,54%,3.51,NA,89%
Joe Riggs,182.88,185.0,177.8,Southpaw,1982-09-23,44,71%,17,27%,0,0%,1.0,2%,2.41,51%,1.69,57%,2.45,55%,62%
Jeremiah Riggs,182.88,185.0,NA,NA,1982-12-17,7,47%,8,53%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Aaron Riley,172.72,155.0,175.26,Southpaw,1980-12-09,30,67%,14,31%,1,2%,0.0,0%,3.45,34%,3.78,61%,1.18,34%,60%
Jason Riley,198.12,245.0,NA,NA,1975-09-22,10,59%,7,41%,0,0%,0.0,0%,NA,NA,9.68,33%,0.0,NA,50%
Luke Riley,NA,145.0,NA,NA,1999-06-30,9,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Moise Rimbon,177.8,205.0,NA,Orthodox,1977-04-20,23,62%,11,30%,3,8%,0.0,0%,0.8,34%,1.0,71%,1.0,NA,37%
Jordan Rinaldi,177.8,145.0,182.88,Orthodox,1987-09-25,14,67%,7,33%,0,0%,0.0,0%,1.56,35%,2.32,59%,1.45,35%,20%
Nick Ring,182.88,185.0,187.96,Southpaw,1979-02-10,14,78%,4,22%,0,0%,0.0,0%,3.52,42%,3.48,62%,1.36,36%,52%
Robbie Ring,175.26,145.0,172.72,Orthodox,2000-07-14,6,86%,1,14%,0,0%,0.0,0%,5.11,38%,9.15,38%,4.04,33%,0%
Mike Rio,177.8,155.0,177.8,Orthodox,1981-07-06,10,67%,5,33%,0,0%,0.0,0%,1.68,39%,2.99,53%,2.58,27%,0%
Albert Rios,172.72,145.0,NA,NA,NA,13,68%,6,32%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rafael Rios,NA,150.0,NA,NA,NA,4,67%,2,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Maria Rios,165.1,125.0,NA,NA,1983-05-31,2,40%,3,60%,0,0%,0.0,0%,2.93,34%,4.13,56%,2.0,NA,100%
Shannon Ritch,175.26,190.0,NA,Orthodox,1970-09-27,56,39%,83,58%,0,0%,4.0,3%,1.0,NA,6.0,NA,0.0,NA,0%
Diego Rivas,172.72,145.0,175.26,Orthodox,1991-11-11,10,83%,2,17%,0,0%,0.0,0%,1.37,NA,2.14,52%,1.79,NA,64%
Jorge Rivera,185.42,185.0,185.42,Orthodox,1972-02-28,20,69%,9,31%,0,0%,0.0,0%,3.16,48%,2.64,54%,0.84,NA,63%
Dante Rivera,185.42,185.0,NA,Southpaw,1974-12-08,16,70%,7,30%,0,0%,0.0,0%,2.27,53%,4.0,25%,0.0,NA,16%
Mario Rivera,177.8,170.0,NA,NA,NA,6,43%,8,57%,0,0%,0.0,0%,NA,NA,8.41,NA,0.0,NA,0%
Francisco Rivera,172.72,135.0,177.8,Orthodox,1981-10-08,11,58%,7,37%,0,0%,1.0,5%,4.07,41%,3.16,68%,1.01,63%,68%
Jonathan Rivera,NA,155.0,NA,NA,NA,4,67%,2,33%,0,0%,0.0,0%,4.36,49%,3.9,NA,0.0,NA,0%
Jimmie Rivera,162.56,135.0,172.72,Orthodox,1989-06-29,23,82%,5,18%,0,0%,0.0,0%,4.03,NA,3.9,NA,0.88,27%,92%
Irwin Rivera,167.64,135.0,170.18,Southpaw,1989-02-14,10,62%,6,38%,0,0%,0.0,0%,3.36,44%,5.07,57%,1.0,16%,70%
Jerome Rivera,177.8,125.0,182.88,Southpaw,1995-04-22,10,62%,6,38%,0,0%,0.0,0%,3.21,33%,2.6,51%,0.0,NA,40%
Nicdali Rivera-Calanoc,160.02,105.0,NA,NA,1985-06-12,9,47%,10,53%,0,0%,0.0,0%,1.82,NA,2.42,78%,0.0,NA,0%
Pedro Rizzo,185.42,241.0,NA,Orthodox,1974-05-03,20,65%,11,35%,0,0%,0.0,0%,1.93,34%,3.02,NA,0.26,28%,78%
Theo Rlayang,170.18,145.0,165.1,Orthodox,1994-08-10,5,83%,1,17%,0,0%,0.0,0%,5.93,48%,8.4,NA,2.0,NA,0%
Justin Robbins,165.1,135.0,NA,NA,1980-07-29,14,42%,18,55%,1,3%,0.0,0%,0.67,37%,3.2,47%,0.0,NA,0%
Kali Robbins,160.02,115.0,160.02,Orthodox,1984-07-05,6,67%,3,33%,0,0%,0.0,0%,3.73,46%,9.4,44%,2.0,33%,0%
Karl Roberson,185.42,205.0,187.96,Southpaw,1990-10-04,9,60%,6,40%,0,0%,0.0,0%,2.57,51%,2.42,57%,0.72,NA,40%
Andre Roberts,187.96,345.0,NA,Orthodox,1965-02-24,14,82%,2,12%,1,6%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
David Roberts,185.42,170.0,NA,Orthodox,1975-11-15,5,38%,8,62%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Joey Roberts,187.96,200.0,NA,NA,NA,4,57%,3,43%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tyrone Roberts,175.26,185.0,NA,Orthodox,NA,43,77%,12,21%,1,2%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Ryan Roberts,167.64,155.0,NA,Orthodox,1978-07-16,21,60%,12,34%,1,3%,1.0,3%,NA,NA,22.5,45%,0.0,NA,0%
Taylor Roberts,180.34,170.0,NA,NA,NA,3,20%,12,80%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Daniel Roberts,177.8,170.0,187.96,Southpaw,1980-08-05,15,68%,7,32%,0,0%,0.0,0%,0.73,NA,2.27,46%,2.46,44%,40%
Buddy Roberts,187.96,185.0,NA,Orthodox,1982-10-17,12,80%,3,20%,0,0%,0.0,0%,2.17,34%,2.08,NA,0.0,NA,76%
Danny Roberts,185.42,170.0,187.96,Southpaw,1987-07-14,18,69%,8,31%,0,0%,0.0,0%,3.18,39%,3.73,NA,0.24,9%,57%
Roosevelt Roberts,187.96,155.0,185.42,Orthodox,1994-02-11,12,63%,6,32%,0,0%,1.0,5%,2.84,43%,3.1,52%,1.18,26%,50%
Kenny Robertson,177.8,170.0,187.96,Orthodox,1984-02-14,15,75%,5,25%,0,0%,0.0,0%,3.72,47%,3.02,52%,1.37,26%,57%
Gillian Robertson,165.1,115.0,160.02,Orthodox,1995-05-17,15,65%,8,35%,0,0%,0.0,0%,2.89,48%,2.95,56%,2.68,39%,41%
Chad Robichaux,162.56,135.0,NA,NA,1975-08-18,13,87%,2,13%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mark Robinson,182.88,265.0,NA,Orthodox,NA,1,50%,0,0%,0,0%,1.0,50%,NA,NA,5.8,13%,0.0,NA,0%
Colin Robinson,193.04,243.0,NA,Orthodox,1968-11-27,10,45%,12,55%,0,0%,0.0,0%,6.19,69%,7.91,37%,2.58,NA,50%
Alvin Robinson,175.26,155.0,172.72,Southpaw,1982-07-16,15,62%,9,38%,0,0%,0.0,0%,1.57,NA,1.29,51%,1.24,NA,25%
Damonte Robinson,182.88,155.0,195.58,NA,1995-06-10,6,75%,1,12%,1,12%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Vagner Rocha,177.8,155.0,185.42,Orthodox,1982-06-06,14,78%,4,22%,0,0%,0.0,0%,2.64,42%,4.5,48%,1.4,33%,50%
Carlos Eduardo Rocha,177.8,170.0,185.42,Orthodox,1981-07-12,9,69%,4,31%,0,0%,0.0,0%,1.24,34%,1.85,55%,0.0,NA,52%
Pedro Rocha,NA,NA,NA,NA,NA,1,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Lucas Rocha,160.02,125.0,162.56,Orthodox,2000-08-12,17,89%,2,11%,0,0%,0.0,0%,2.0,44%,4.48,39%,0.0,NA,61%
Keith Rockel,182.88,185.0,NA,Orthodox,NA,12,71%,4,24%,1,6%,0.0,0%,1.13,73%,0.21,66%,4.63,75%,100%
Luke Rockhold,190.5,185.0,195.58,Southpaw,1984-10-17,16,73%,6,27%,0,0%,0.0,0%,4.1,49%,2.68,53%,0.7,29%,65%
Kevin Roddy,180.34,145.0,NA,NA,NA,15,45%,16,48%,1,3%,1.0,3%,2.64,NA,2.38,NA,0.0,NA,50%
Gregory Rodrigues,190.5,185.0,190.5,Orthodox,1992-02-17,16,76%,5,24%,0,0%,0.0,0%,5.52,56%,4.69,51%,2.74,41%,100%
Kleydson Rodrigues,165.1,135.0,170.18,Orthodox,1995-10-22,8,67%,4,33%,0,0%,0.0,0%,4.58,57%,2.29,53%,0.6,22%,53%
Paul Rodriguez,170.18,155.0,NA,Orthodox,NA,10,48%,9,43%,2,10%,0.0,0%,0.84,NA,1.68,68%,0.0,NA,50%
Ricco Rodriguez,193.04,265.0,NA,Orthodox,1977-08-19,53,67%,25,32%,0,0%,1.0,1%,1.85,51%,1.15,61%,2.3,39%,40%
Manuel Rodriguez,175.26,170.0,NA,Orthodox,1985-04-25,11,69%,5,31%,0,0%,0.0,0%,0.81,33%,3.23,38%,9.09,75%,0%
Yair Rodriguez,180.34,145.0,180.34,Orthodox,1992-10-06,16,73%,5,23%,0,0%,1.0,5%,4.65,46%,3.99,52%,0.69,27%,58%
Mike Rodriguez,193.04,205.0,208.28,Southpaw,1988-11-28,11,58%,7,37%,0,0%,1.0,5%,4.35,53%,4.24,41%,0.0,NA,37%
Marina Rodriguez,167.64,115.0,165.1,Orthodox,1987-04-29,17,71%,5,21%,2,8%,0.0,0%,4.64,46%,3.04,55%,0.28,NA,62%
Daniel Rodriguez,185.42,170.0,187.96,Southpaw,1986-12-31,18,78%,5,22%,0,0%,0.0,0%,7.5,49%,5.47,58%,0.59,54%,57%
Ray Rodriguez,170.18,135.0,177.8,Orthodox,1987-12-10,16,67%,8,33%,0,0%,0.0,0%,0.9,27%,3.89,NA,1.42,NA,44%
Ronaldo Rodriguez,167.64,125.0,165.1,Orthodox,1999-05-07,17,89%,2,11%,0,0%,0.0,0%,2.13,44%,3.15,46%,1.13,NA,64%
Drako Rodriguez,172.72,135.0,175.26,Orthodox,1996-06-16,7,70%,3,30%,0,0%,0.0,0%,3.37,36%,4.4,58%,2.93,66%,75%
Victor Rodriguez,165.1,125.0,170.18,Switch,1992-09-05,7,64%,4,36%,0,0%,0.0,0%,1.59,37%,6.11,NA,0.0,NA,0%
Piera Rodriguez,160.02,115.0,160.02,Orthodox,1992-11-11,10,83%,2,17%,0,0%,0.0,0%,3.4,48%,2.63,57%,4.06,51%,66%
Christian Rodriguez,170.18,145.0,180.34,Orthodox,1997-12-17,11,85%,2,15%,0,0%,0.0,0%,3.65,47%,2.56,58%,1.07,54%,65%
Pete Rodriguez,175.26,170.0,180.34,Switch,1996-11-13,5,71%,2,29%,0,0%,0.0,0%,9.28,43%,12.83,42%,0.0,NA,100%
Nick Roehrick,187.96,205.0,NA,Orthodox,1987-07-06,7,88%,1,12%,0,0%,0.0,0%,2.31,17%,6.92,44%,0.0,NA,0%
Marcos Rogerio de Lima,185.42,253.0,190.5,Orthodox,1985-06-25,22,67%,10,30%,1,3%,0.0,0%,3.7,57%,2.9,51%,1.4,45%,59%
Brett Rogers,195.58,265.0,205.74,Orthodox,1981-02-17,17,61%,10,36%,0,0%,1.0,4%,3.17,44%,3.2,46%,0.0,NA,58%
Brian Rogers,180.34,185.0,NA,NA,1984-02-15,14,61%,9,39%,0,0%,0.0,0%,4.79,38%,5.76,58%,1.22,NA,100%
Pete Rogers Jr.,182.88,145.0,NA,NA,NA,2,33%,4,67%,0,0%,0.0,0%,0.66,15%,1.71,65%,0.0,NA,0%
Max Rohskopf,185.42,155.0,180.34,Orthodox,1994-09-27,5,83%,1,17%,0,0%,0.0,0%,1.7,31%,5.8,42%,3.0,33%,0%
Marcelo Rojo,172.72,145.0,180.34,Orthodox,1988-07-02,16,62%,10,38%,0,0%,0.0,0%,4.92,39%,6.42,55%,0.46,NA,66%
Shane Roller,177.8,155.0,182.88,Orthodox,1979-07-14,11,61%,7,39%,0,0%,0.0,0%,2.04,34%,2.65,NA,2.46,33%,42%
Jared Rollins,175.26,170.0,NA,Orthodox,1977-01-26,8,67%,4,33%,0,0%,0.0,0%,3.33,57%,2.41,39%,2.5,NA,50%
Tim Roman,185.42,170.0,NA,NA,1985-06-08,3,43%,4,57%,0,0%,0.0,0%,0.6,NA,2.4,NA,1.0,NA,16%
Alexandr Romanov,187.96,262.0,190.5,Southpaw,1990-12-11,18,86%,3,14%,0,0%,0.0,0%,3.78,51%,2.13,54%,4.49,55%,28%
Ricardo Romero,182.88,205.0,193.04,Orthodox,1978-04-15,11,79%,3,21%,0,0%,0.0,0%,2.17,55%,4.77,46%,1.63,NA,100%
Yoel Romero,182.88,185.0,185.42,Southpaw,1977-04-30,13,72%,5,28%,0,0%,0.0,0%,3.44,49%,3.05,NA,1.57,NA,78%
Anthony Romero,180.34,155.0,177.8,Orthodox,1997-02-25,8,100%,0,0%,0,0%,0.0,0%,5.87,52%,4.0,65%,2.0,22%,100%
Kaleio Romero,177.8,145.0,175.26,Switch,1996-04-19,6,75%,2,25%,0,0%,0.0,0%,2.6,48%,3.27,NA,1.0,8%,0%
Roberto Romero,172.72,155.0,177.8,Orthodox,2000-01-30,8,62%,4,31%,1,8%,0.0,0%,4.93,47%,8.07,43%,0.0,NA,66%
Mara Romero Borella,167.64,125.0,175.26,Orthodox,1986-06-03,12,52%,9,39%,0,0%,2.0,9%,2.54,37%,2.48,71%,1.83,44%,66%
Cortavious Romious,162.56,135.0,172.72,Southpaw,1994-01-06,9,75%,3,25%,0,0%,0.0,0%,2.1,37%,3.02,39%,1.97,66%,70%
Juancamilo Ronderos,160.02,125.0,162.56,Southpaw,1995-02-17,4,67%,2,33%,0,0%,0.0,0%,2.18,NA,2.18,63%,2.72,33%,0%
Rongzhu,175.26,155.0,182.88,Orthodox,2000-03-07,25,81%,6,19%,0,0%,0.0,0%,5.45,51%,5.8,44%,1.85,62%,85%
Jesse Ronson,177.8,155.0,177.8,Southpaw,1985-12-24,21,62%,12,35%,0,0%,1.0,3%,3.54,47%,3.39,57%,0.46,28%,57%
George Roop,185.42,135.0,182.88,Orthodox,1981-11-10,15,52%,13,45%,1,3%,0.0,0%,3.43,34%,2.47,NA,1.05,57%,59%
Joao Roque,167.64,155.0,NA,Orthodox,1971-07-22,7,54%,2,15%,4,31%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Aaron Rosa,193.04,205.0,195.58,Orthodox,1983-05-28,18,75%,6,25%,0,0%,0.0,0%,4.03,47%,4.41,45%,0.36,33%,85%
Charles Rosa,175.26,145.0,175.26,Switch,1986-08-24,14,64%,8,36%,0,0%,0.0,0%,3.08,36%,3.86,47%,1.67,35%,38%
Karol Rosa,165.1,135.0,170.18,Orthodox,1994-12-30,18,75%,6,25%,0,0%,0.0,0%,6.49,56%,4.91,49%,1.2,46%,68%
Jacob Rosales,180.34,155.0,187.96,Orthodox,1995-07-28,13,65%,7,35%,0,0%,0.0,0%,7.19,46%,10.66,44%,1.12,18%,50%
Raul Rosas Jr.,175.26,135.0,170.18,Switch,2004-10-08,10,91%,1,9%,0,0%,0.0,0%,1.55,43%,1.43,51%,4.02,39%,0%
Hilarie Rose,160.02,115.0,160.02,Orthodox,1992-11-11,4,67%,2,33%,0,0%,0.0,0%,2.33,33%,6.13,44%,0.0,NA,100%
Jake Rosholt,185.42,185.0,NA,Orthodox,1982-02-09,12,67%,5,28%,0,0%,1.0,6%,2.68,53%,2.33,49%,6.51,68%,0%
Jared Rosholt,187.96,265.0,190.5,Orthodox,1986-08-04,14,78%,4,22%,0,0%,0.0,0%,2.08,46%,1.52,59%,1.83,41%,66%
Kevin Rosier,193.04,275.0,NA,Orthodox,NA,2,25%,6,75%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Zach Rosol,NA,243.0,NA,NA,NA,3,60%,2,40%,0,0%,0.0,0%,NA,NA,14.21,25%,0.0,NA,0%
Shannon Ross,167.64,125.0,167.64,Switch,1989-05-12,13,59%,9,41%,0,0%,0.0,0%,5.96,39%,7.39,55%,0.0,NA,100%
Nick Rossborough,195.58,205.0,NA,NA,1981-11-18,26,57%,19,41%,1,2%,0.0,0%,2.8,35%,4.33,35%,0.0,NA,100%
Kristian Rothaermel,182.88,205.0,NA,Open Stance,1972-01-31,4,57%,3,43%,0,0%,0.0,0%,0.75,NA,2.49,41%,0.0,NA,0%
Ben Rothwell,193.04,265.0,198.12,Orthodox,1981-10-17,39,74%,14,26%,0,0%,0.0,0%,3.71,42%,4.63,47%,0.68,34%,70%
Rick Roufus,182.88,207.0,NA,Southpaw,NA,4,40%,6,60%,0,0%,0.0,0%,0.53,33%,1.06,33%,0.0,NA,50%
Khalil Rountree Jr.,185.42,205.0,193.04,Southpaw,1990-02-26,14,67%,6,29%,0,0%,1.0,5%,3.73,38%,4.51,48%,0.0,NA,58%
Ronda Rousey,170.18,135.0,167.64,Orthodox,1987-02-01,12,86%,2,14%,0,0%,0.0,0%,4.17,52%,4.14,44%,6.26,68%,50%
Ray Routh,172.72,185.0,NA,Orthodox,NA,2,67%,1,33%,0,0%,0.0,0%,0.54,21%,3.22,28%,2.69,33%,0%
Roberta Rovel,172.72,145.0,NA,NA,NA,4,80%,1,20%,0,0%,0.0,0%,0.87,46%,3.0,26%,0.0,NA,100%
Phil Rowe,190.5,170.0,203.2,Orthodox,1990-07-18,10,67%,5,33%,0,0%,0.0,0%,3.65,49%,4.34,55%,0.7,36%,56%
Cam Rowston,187.96,185.0,198.12,Orthodox,1995-01-19,8,73%,3,27%,0,0%,0.0,0%,2.13,49%,1.87,47%,0.0,NA,28%
Kain Royer,NA,185.0,NA,NA,NA,2,50%,2,50%,0,0%,0.0,0%,NA,NA,1.63,14%,0.0,NA,0%
Brad Royster,NA,135.0,NA,NA,NA,1,33%,2,67%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Brandon Royval,175.26,125.0,172.72,Southpaw,1992-08-16,17,71%,7,29%,0,0%,0.0,0%,4.46,39%,3.06,47%,0.75,75%,45%
Jairzinho Rozenstruik,187.96,242.0,198.12,Orthodox,1988-03-17,15,75%,5,25%,0,0%,0.0,0%,3.75,49%,2.74,51%,0.0,NA,75%
Mauricio Rua,185.42,205.0,193.04,Orthodox,1981-11-25,27,64%,14,33%,1,2%,0.0,0%,3.57,NA,2.79,54%,2.01,48%,49%
Murilo Rua,180.34,185.0,NA,Orthodox,1980-05-22,20,59%,13,38%,1,3%,0.0,0%,2.48,45%,1.85,53%,1.97,45%,37%
